ID,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
857,Vanessa_Gyan,🇬🇭🇺🇸Blanc Foussy Africa Head of Business Development & Corporate Affairs • Modern Day Mom • Philanthropist • African ChangeMakers Fellow Cohort 4 •,TV. Radio. Fashion. Lifestyle,1995,31932,219012,18,"If you're in Accra looking for AstraZeneca, Pfizer or Moderna #COVID19 vaccines, @rabito_clinic is administering shots until 1PM today!

Contact information is listed on the flyer, and remember to take some form of ID with you. https://t.co/pbLfktHzNS",['COVID19']
858,_markross,...,,1310,458,4882,0,"@PaulDou41741163 @pj_montgomery @jayne_kniphofia @thisisnothappen @whykeepitup @ChrisAn06367911 @BarryCPearson @catvaxlax Here is the source FOI presented in the TikTok video. The text he is reading from is written BY the person who made the FOI request, it is not the response to the FOI request. So it's completely misrepresented https://t.co/W7m9fEVBAK",[]
859,DaveT0076,Red-blooded libertarian family guy who no longer confuses America the Beautiful with the US gov't. Here's hoping for a peaceful restart.,Central Texas,1155,1253,14699,4098,"US court orders release of Pfizer data:

“in just the first 90 days of the vaccine’s roll out..there were TENS OF THOUSANDS of reported adverse reactions, including OVER 1200 DEATHS”

It is INSANE to MANDATE something for which one side effect is DEATH

https://t.co/S6VGRUzXYP",[]
860,Vanderlisa,Nerd who loves the absurd. Vandersister. All opinions my own & do not reflect those of my employer.,Seattle,1540,433,3780,775,NEW YORK (AP) — Pfizer says early lab tests suggest COVID-19 boosters provide protection against omicron variant.,[]
861,IGoByBrandon,So many commies without good mommies.  Bend to nobody but God.,"Florida, USA",238,18,559,0,"@ASlavitt This is misinformation, fear mongering and immoral to post.

How many have died from Omricon?

Have you even read from the Dr that discovered it and has been seeing patients?!  Hope Pfizer is paying you at least",[]
862,JudyandHuahua,"#COVIDisairborne use AIRBORNE precautions!!! Beat the BOSS variants d&o- masks, ventilation, vaccinationsx3, TTI, quarantine, border control, & early treatment","Sydney, New South Wales",379,442,21138,1,"“Currently, we are negotiating (with Pfizer) whether the supply schedule can be brought forward” https://t.co/RKi48K7SJ8",[]
863,Slaviit_Tso,#CoolestMascotInAfrica / @k_zaka_ Brand Manager.,The Matrix,18213,17918,59671,73,"Nike Dunk Low
- Available from size 3-9
- R1800
- Free delivery nationwide 🚚

Orders &amp; Inquiries:
https://t.co/uvqrN2K3Nw

| #Ad | Ifani | Sandile | American Twitter | Royal AM | Pfizer | Lorch | Lobola | Soweto | #GirlTalkZA | https://t.co/L8WRzGsp0Z",[]
864,Samshepherd0,,,147,33,918,150,"The 'wait and see' approach from Doug Ford isn't good enough to keep Ontario safe and open. Third dose boosters provide protection against Omicron, and we need to expand roll-out. Where's the plan, @fordnation? #onpoli

https://t.co/OODa2ueCim",[]
865,DangelAngello,"Keyworker, opinionated atheist scruff, and writer of #ToxicCity https://t.co/Q4jjRd4OZ0 
audible https://t.co/6do5nv9F96🔞 #mercymain #bealertnotanxious","Middlesbrough, England",921,1348,79465,2,"@Telegraph @MNajeddine Pfizer announced, this morning, its vaccine booster will protect people from the omicron variant. Please get vaccinated and boosted, we need to keep fighting the virus and those who have undermined all mitigating actions to prevent the spread of COVID19 and its variants.",[]
866,vitamin4649,twitterは、ダラダラやってます。 主にニュースについて、幅広く。 リンク貼り貼り魔！キーワードは、心を大切に＠ たまに、本人のつぶやきある。誤字脱字摩訶不思議推奨m(__)m,Osaka,1152,1195,119863,3953,"&lt;data and the truth want to break free, and eventually will.  Best to come clean sooner. The coverup is what will git ya.&gt;

GUY HATCHARD: PFIZER DOCUMENT CONCEDES THAT THERE IS A LARGE INCREASE IN TYPES OF ADVERSE EVENT REACTION TO ITS VACCINE
https://t.co/kupDIViH41",[]
867,lizzie_kristina,I’m me. American Studies graduate. Portsmouth resident. Cat Lady. Peter Capaldi fan. European✨💕🇪🇺 Proudly Asexual,The TARDIS,190,192,22978,14,Massive difference between two doses of ChadOx(AstraZeneca) or  BNT162b2 (Pfizer) vaccine or one dose of each in neutralising omicron in this study. Good news for protection in places like the UK where AZ was widely used. But Pfizer/Moderna to boost? https://t.co/0OiYo37vaj,[]
868,TalysAlankil,"Raw, organic bisexual (he/him). Educator, AI Engineer, aspiring author. Runs @snarktheater, admin @KHWikiFR.

Header art by @rainbowd00dles",Brussels,371,387,145327,2267,"Man, apparently Pfizer's booster has a couple of pretty unexpected side effects https://t.co/JUaRQPCeAc",[]
869,SimphiweKhanye9,Never sell out,,371,56,126,210,"Voetsek man asijovi!!!!!!! We didn't mandate the governemnt to be clinet of Pfizer and J&amp;J........

Bathunywe ngubani????",[]
870,allfacts_matter,"All Facts Matter

Narrative is merely the framework for the facts. Always get the facts.",,1622,1505,49137,0,"Omicron's impact on Europe remains problematic, as cases rise in some countries and fall in others. Despite Pfizer's claims, there is still no relationship between infection and inoculation rates.

https://t.co/oNSC094tq0

#omicron #pandemic #europe #vaccine #allfactsmatter https://t.co/04SBh271Wr","['omicron', 'pandemic', 'europe', 'vaccine', 'allfactsmatter']"
871,Jakspb,,United States,71,11,1771,0,@WebMD Pfizer made $24 Billion in 3rd quarter reporting. Get that Booster,[]
872,KenMerrit,,,999,111,8431,367,"The President says it is “very, very encouraging” that preliminary lab studies show three doses of Pfizer are able to neutralize the Omicron variant. https://t.co/Td1tzIblJp",[]
873,EmmaLSleath,"freestyle roamer, storyteller, over-thinker, occasionally found at @abcadelaide, formerly ABC Alice Springs","Adelaide, South Australia",2855,1311,2044,0,"Tomorrow's news tonight...

Tiser reporting that January 10 is the date that kids 5-11 can get vaccinated with Pfizer

 https://t.co/yRU0I5mDqE",[]
874,toni_danchik,"Mom of two, love Squeeze, Columbo, 80's and The Office!","Bethel Park, PA",238,26,1389,2303,Fantastic news. Initial lab studies show a third dose of Pfizer’s COVID-19 vaccine neutralizes Omicron. A booster with the current version of the vaccine RAISES antibodies 25-FOLD providing a similar level as observed after two doses against the original virus and other variants!,[]
875,JulaniJulani,Tyranny is a bigger threat to my life than covid. Let's not create a two tiered society between vaxxed and anti (covid)vaxxed. God bless us all🇿🇦🇿🇦🇿🇦🇿🇦,,1664,1890,78811,1,"@TartyThe Prove me wrong.
https://t.co/FfEeOtuity",[]
876,ranger_Mobeus,"22. anime misc + twitterjaya.
🔞 NSFW retweets 🔞",,672,79,123170,601,"Kenapa @KKMPutrajaya tak halang? Omikron and most people at the tail end of their 6 month of AZ, Sinovac and Pfizer shots? Lower efficacy with so many still didn’t get their booster shots? Do you want to kill people? Also kau akaun MKN. WHAT THE FUCK? https://t.co/eKfHJCf1EN",[]
877,__fadden,A Better Time 🕜🤞🏼🤍,"Jubilee house, Accra, Ghana",1973,3615,127315,18,"If you're in Accra looking for AstraZeneca, Pfizer or Moderna #COVID19 vaccines, @rabito_clinic is administering shots until 1PM today!

Contact information is listed on the flyer, and remember to take some form of ID with you. https://t.co/pbLfktHzNS",['COVID19']
